Field.Number,Date,Year,Cell,ObsDepth,Fullness_veg,Fullness_alg,PHOTO,SampleKept,RakeNotes,SciName,ComName,Leaf Description (if ID unkn),DOM,Present_Site,Present_Rake,Present_Lab,Kept,Weight_g,Volume_mL,LabNotes
2024-LCS-NWA-130824-001A,13-Aug-24,2024,East,0.82,1,0,TRUE,TRUE,mucky sample,Riccia fluitans,Floating slender liverwort/Floating crystalwort,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-001A,13-Aug-24,2024,East,0.82,1,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-001A,13-Aug-24,2024,East,0.82,1,0,TRUE,TRUE,mucky sample,Stuckenia pectinatus,Sago pondweed,,0,1,1,1,1,8.3,11,
2024-LCS-NWA-130824-001A,13-Aug-24,2024,East,0.82,1,0,TRUE,TRUE,mucky sample,Typha sp.,Cattail sp.,,0,1,0,0,0,,,
2024-LCS-NWA-130824-001A,13-Aug-24,2024,East,0.82,1,0,TRUE,TRUE,mucky sample,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,12.8,13,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Algae,Algae,filamentous,0,1,0,0,0,,,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,20.9,20,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Decodon verticillatus,Swamp loosestrife,,0,1,0,0,0,,,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,0,1,1,1.8,2,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Najas minor,Brittle naiad/Brittle water nymph,,0,1,1,1,1,13.7,15,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Nitellopsis obtusa,Starry stonewort,,0,1,1,1,1,101.9,100,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,1,1,0,1,1,4.9,6,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-002A,13-Aug-24,2024,East,0.37,3,0,TRUE,TRUE,mucky sample,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,10,10,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,39.9,46,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,82.6,100,"Leaves: 60 mL, Stems: 40 mL"
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Riccia fluitans,Floating slender liverwort/Floating crystalwort,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Typha sp.,Cattail sp.,,0,1,0,0,0,,,
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Unknown Submerged,Unknown Submerged,,0,1,0,1,1,2.1,2,stem plus fragment of leaf
2024-LCS-NWA-130824-003A,13-Aug-24,2024,East,0.72,2,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,0,1,1,24.9,26,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,0,0,0,,,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Najas minor,Brittle naiad/Brittle water nymph,,0,1,1,1,1,17.1,18,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,1,1,1,11.2,14,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Potamogeton crispus,Curly-leaved pondweed,,0,1,1,1,1,4.2,6,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,8.7,10,
2024-LCS-NWA-130824-004A,13-Aug-24,2024,East,0.68,2,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,0,1,1,2.7,3,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,7.2,7,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,1,1,0.7,1,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,250.9,330,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-130824-005A,13-Aug-24,2024,East,0.68,1,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-140824-001A,14-Aug-24,2024,East,0.85,1,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,1,1,1,1,1,38.3,39,
2024-LCS-NWA-140824-001A,14-Aug-24,2024,East,0.85,1,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-001A,14-Aug-24,2024,East,0.85,1,0,TRUE,TRUE,mucky sample,Najas minor,Brittle naiad/Brittle water nymph,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-001A,14-Aug-24,2024,East,0.85,1,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-140824-001A,14-Aug-24,2024,East,0.85,1,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,1.5,2,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,1,1,1,1,1,0,0,
2024-LCS-NWA-140824-002A,14-Aug-24,2024,East,0.97,1,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,1,1,1,0,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,0,0,0,,,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,9,13,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.2,0,measurement includes all duckweed sp.
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Najas minor,Brittle naiad/Brittle water nymph,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,5.5,8,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Riccia fluitans,Floating slender liverwort/Floating crystalwort,,0,1,0,1,1,0.4,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,1,0.2,0,
2024-LCS-NWA-140824-003A,14-Aug-24,2024,East,0.31,1,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-140824-004A,14-Aug-24,2024,East,0.55,2,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,0,1,1,30.6,33,
2024-LCS-NWA-140824-004A,14-Aug-24,2024,East,0.55,2,0,TRUE,TRUE,mucky sample,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-004A,14-Aug-24,2024,East,0.55,2,0,TRUE,TRUE,mucky sample,Najas minor,Brittle naiad/Brittle water nymph,,1,1,1,1,1,40.8,40,
2024-LCS-NWA-140824-004A,14-Aug-24,2024,East,0.55,2,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,0,1,1,30.6,40,
2024-LCS-NWA-140824-004A,14-Aug-24,2024,East,0.55,2,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Algae,Algae,,0,1,0,0,0,,,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,15.2,15,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,1,1,1,1,1,90.9,125,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Najas minor,Brittle naiad/Brittle water nymph,,0,1,0,1,1,1.5,1,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Typha sp.,Cattail sp.,,0,1,0,0,0,,,
2024-LCS-NWA-140824-005A,14-Aug-24,2024,East,0.3,1,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,0,1,1,27.1,29,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,39.9,42,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,1,1,1,55,60,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,19.4,28,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.4,0,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Myriophyllum sibiricum,Northern water milfoil,,0,1,0,1,1,16.6,19,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Nitella sp.,Stonewort sp.,,0,1,0,1,1,6.9,6,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,1,1,1,379.7,475,"Leaves: 215mL, Stems: 260mL"
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Pontederia cordata,Pickerelweed,,0,1,0,0,0,,,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,1.4,1,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Sagittaria sp.,Arrowhead sp.,,1,1,0,0,0,,,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Utricularia gibba,Humped bladderwort,,0,1,0,1,1,1.1,1,
2024-LCS-NWA-150824-001A,15-Aug-24,2024,East,0.79,2,0,TRUE,TRUE,mucky sample,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,7.8,8,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,0,1,1,8,8,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1,0.8,1,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0.3,0,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,1,1,1,14.8,15,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Najas sp.,Naiad sp./ water nymph sp.,,0,1,0,0,0,,,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,whorled thin leaves,0,1,0,1,1,1.3,1,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,whorled flat leaves,0,1,0,1,1,0.1,0,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,84.3,105,"Leaves: 65mL, Stems: 40mL"
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Pontederia cordata,Pickerelweed,,0,1,0,0,0,,,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Typha sp.,Cattail sp.,,0,1,0,0,0,,,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Utricularia gibba,Humped bladderwort,,0,1,0,1,1,1.1,1,
2024-LCS-NWA-150824-002A,15-Aug-24,2024,East,0.73,2,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,65.4,65,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,6.7,7,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,1,1,1,0.8,1,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,1,1,0.2,0,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Myriophyllum sibiricum,Northern water milfoil,,0,1,1,1,1,3.9,4,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Nitella sp.,Stonewort sp.,,0,1,0,1,1,0.2,0,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,1,1,1,1,1,79.1,95,"Leaves: 40mL, Stems: 50mL"
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-150824-003A,15-Aug-24,2024,East,0.57,1,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,19.9,21,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,2.7,2,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,0,1,1,1,1,14,13,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Najas minor,Brittle naiad/Brittle water nymph,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,1,1,1,124.7,160,"Leaves: 105mL, Stems: 55mL"
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Sagittaria sp.,Arrowhead sp.,,0,1,0,0,0,,,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-150824-004A,15-Aug-24,2024,East,0.86,2,0,TRUE,TRUE,,Utricularia vulgaris,Common bladderwort,,0,1,1,1,1,17,18,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Ceratophyllum demersum,Coontail,,0,1,1,1,1,116.1,130,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Elodea canadensis,Common waterweed,,0,1,1,1,1,137.2,140,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Hydrocharis morsus-ranae,European frog-bit,,1,1,1,0,0,,,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Najas flexilis,Slender naiad/ water nymph,,0,1,1,1,1,12,14,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Najas minor,Brittle naiad/Brittle water nymph,,0,1,0,1,1,32,34,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Nitellopsis obtusa,Starry stonewort,,0,1,1,1,1,12.1,12,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Nymphaea sp.,White water lily,,0,1,1,1,1,119.8,140,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Potamogeton pusillus,Slender pondweed,,0,1,0,1,1,8,9,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Potamogeton robbinsii,Fern pondweed,,0,1,1,0,0,,,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Spirodela polyrhiza,Greater duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Stuckenia pectinatus,Sago pondweed,,0,1,1,1,1,9.4,10,
2024-LCS-NWA-150824-005A,15-Aug-24,2024,East,1.32,3,0,TRUE,TRUE,mucky sample,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Algae,Algae,filamentous,0,1,1,1,1,0,0,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,5.5,4,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,1,1,1,1,1,35.7,44,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,1,1,0,0,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Potamogeton crispus,Curly-leaved pondweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Potamogeton zosteriformis,Flat-stemmed pondweed,,0,1,0,1,1,0.1,0,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,1,1,1,0,0,
2024-LCS-NWA-190824-001A,19-Aug-24,2024,East,0.3,1,1,TRUE,TRUE,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Algae,Algae,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,0.8,1,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Elodea canadensis,Common waterweed,,1,1,1,1,1,5.5,6,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Nymphaea sp.,White water lily,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Spirodela polyrhiza,Greater duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-002A,19-Aug-24,2024,East,0.64,1,0,TRUE,TRUE,,Wolffia sp.,Watermeal sp.,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Ceratophyllum demersum,Coontail,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Lemna minor,Lesser duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Lemna trisulca,Star duckweed,,0,1,0,0,0,,,
2024-LCS-NWA-190824-003A,19-Aug-24,2024,East,0.43,1,0,TRUE,TRUE,,Najas flexilis,Slender naiad/ water nymph,,0,1,0,1,1,0.4,1,
