Year,Field Number,Cell,Observation Type,Observation Location,Observation Depth (m),Rake Fullness (veg),Rake Fullness (fil algae),Photo Voucher?,Sample Kept,tbl6 Aquat Veg Observations.Notes,Species,Common_Name,Leaf Description (if ID unkn),Dominant Species,Present at Site,Present in Observation,Kept,Weight_g,Volume_mL,Processed By,Processed Date,tbl6-1 Aquat Veg Species.Notes
2023,2023-LCS-NWA-140823-003A,East cell,Rake,Adjacent,1.292,2,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,26.2,30,J. Parker,12/19/2023,
2023,2023-LCS-NWA-140823-003A,East cell,Rake,Adjacent,1.292,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-140823-003A,East cell,Rake,Adjacent,1.292,2,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,1,1,1,1,3.7,4,J. Parker,12/19/2023,
2023,2023-LCS-NWA-140823-003A,East cell,Rake,Adjacent,1.292,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-140823-004A,East cell,Rake,Adjacent,0.672,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.1,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-140823-004A,East cell,Rake,Adjacent,0.672,3,0,Yes,Yes,,Chara sp.,Stonewort (Starry),,0,1,1,1,62.1,65,J. Parker,1/3/2024,
2023,2023-LCS-NWA-140823-004A,East cell,Rake,Adjacent,0.672,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-140823-005A,East cell,Rake,Adjacent,1.03,0,0,Yes,No,,Lemna sp.,Duckweed sp.,,1,1,0,0,,,,,
2023,2023-LCS-NWA-140823-005A,East cell,Rake,Adjacent,1.03,0,0,Yes,No,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-140823-006A,East cell,Rake,Adjacent,0.573,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,15.1,18,J. Parker,12/18/2023,
2023,2023-LCS-NWA-150823-001A,East cell,Rake,Adjacent,0.539,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,78.5,100,J. Parker,12/21/2023,
2023,2023-LCS-NWA-150823-002A,East cell,Rake,Adjacent,0.43,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.3,0,J. Parker,12/22/2023,
2023,2023-LCS-NWA-150823-002A,East cell,Rake,Adjacent,0.43,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,10.5,12,J. Parker,12/22/2023,
2023,2023-LCS-NWA-150823-002A,East cell,Rake,Adjacent,0.43,2,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-150823-002A,East cell,Rake,Adjacent,0.43,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,30.6,36,J. Parker,12/22/2023,
2023,2023-LCS-NWA-150823-003A,East cell,Rake,Adjacent,0.491,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,4.6,6,J. Parker,12/19/2023,
2023,2023-LCS-NWA-150823-003A,East cell,Rake,Adjacent,0.491,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-150823-003A,East cell,Rake,Adjacent,0.491,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-150823-004A,East cell,Rake,Adjacent,0.785,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,5.3,6,J. Parker,12/19/2023,
2023,2023-LCS-NWA-150823-004A,East cell,Rake,Adjacent,0.785,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,179.6,230,J. Parker,12/19/2023,
2023,2023-LCS-NWA-150823-004A,East cell,Rake,Adjacent,0.785,3,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-150823-004A,East cell,Rake,Adjacent,0.785,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,67.8,65,J. Parker,12/19/2023,
2023,2023-LCS-NWA-150823-005A,East cell,Rake,Adjacent,0.42,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,0,0,,,,,
2023,2023-LCS-NWA-150823-005A,East cell,Rake,Adjacent,0.42,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,0.9,2,J. Parker,12/21/2023,
2023,2023-LCS-NWA-150823-005A,East cell,Rake,Adjacent,0.42,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,12.9,15,J. Parker,12/21/2023,
2023,2023-LCS-NWA-150823-006A,East cell,Rake,Adjacent,0.421,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,5.9,6,J. Parker,12/18/2023,
2023,2023-LCS-NWA-150823-006A,East cell,Rake,Adjacent,0.421,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,0.8,0,J. Parker,12/18/2023,
2023,2023-LCS-NWA-160823-001A,East cell,Rake,Adjacent,0.838,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,52.8,55,J. Parker,12/18/2023,
2023,2023-LCS-NWA-160823-001A,East cell,Rake,Adjacent,0.838,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-001A,East cell,Rake,Adjacent,0.838,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,191.7,230,J. Parker,12/18/2023,
2023,2023-LCS-NWA-160823-001A,East cell,Rake,Adjacent,0.838,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-002A,East cell,Rake,Adjacent,0.85,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,29.6,30,J. Parker,12/21/2023,
2023,2023-LCS-NWA-160823-002A,East cell,Rake,Adjacent,0.85,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-002A,East cell,Rake,Adjacent,0.85,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-160823-002A,East cell,Rake,Adjacent,0.85,2,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,1,1,10.9,12,J. Parker,12/21/2023,
2023,2023-LCS-NWA-160823-002A,East cell,Rake,Adjacent,0.85,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,46.7,48,J. Parker,12/21/2023,
2023,2023-LCS-NWA-160823-003A,East cell,Rake,Adjacent,0.87,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.8,2,J. Parker,12/18/2023,
2023,2023-LCS-NWA-160823-003A,East cell,Rake,Adjacent,0.87,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-003A,East cell,Rake,Adjacent,0.87,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,60.5,80,J. Parker,12/18/2023,
2023,2023-LCS-NWA-160823-004A,East cell,Rake,Adjacent,1.75,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,196.8,200,J. Parker,12/19/2023,
2023,2023-LCS-NWA-160823-004A,East cell,Rake,Adjacent,1.75,2,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,9.2,8,J. Parker,12/19/2023,
2023,2023-LCS-NWA-160823-004A,East cell,Rake,Adjacent,1.75,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-004A,East cell,Rake,Adjacent,1.75,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-160823-004A,East cell,Rake,Adjacent,1.75,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,301.1,300,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,34.8,40,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,11.2,12,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,8.4,10,J. Parker,1/3/2024,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-005A,East cell,Rake,Adjacent,1.01,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-160823-006A,East cell,Rake,Adjacent,1.22,1,2,Yes,No,,Algae,Algae,,0,1,1,1,38.3,38,J. Parker,,
2023,2023-LCS-NWA-160823-006A,East cell,Rake,Adjacent,1.22,1,2,Yes,No,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,0.2,0,J. Parker,,
2023,2023-LCS-NWA-160823-006A,East cell,Rake,Adjacent,1.22,1,2,Yes,No,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,63.5,70,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,7.3,8,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.4,2,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,109.5,120,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,0.2,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-001A,West cell,Rake,Adjacent,0.873,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,35.6,55,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-002A,West cell,Rake,Adjacent,1.174,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,131.3,130,J. Parker,1/24/2024,
2023,2023-LCS-NWA-210823-002A,West cell,Rake,Adjacent,1.174,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,1,1,1,1,208.4,210,J. Parker,1/24/2024,
2023,2023-LCS-NWA-210823-002A,West cell,Rake,Adjacent,1.174,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,175.8,200,J. Parker,1/24/2024,
2023,2023-LCS-NWA-210823-002A,West cell,Rake,Adjacent,1.174,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-210823-002A,West cell,Rake,Adjacent,1.174,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-210823-003A,West cell,Rake,Adjacent,1.26,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.8,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-003A,West cell,Rake,Adjacent,1.26,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,2.1,4,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-003A,West cell,Rake,Adjacent,1.26,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,1.8,2,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-003A,West cell,Rake,Adjacent,1.26,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,288.3,330,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-003A,West cell,Rake,Adjacent,1.26,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,22,25,J. Parker,12/19/2023,
2023,2023-LCS-NWA-210823-004A,West cell,Rake,Adjacent,0.756,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-210823-004A,West cell,Rake,Adjacent,0.756,1,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0,0,J. Parker,12/18/2023,
2023,2023-LCS-NWA-210823-004A,West cell,Rake,Adjacent,0.756,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,52,60,J. Parker,12/18/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,78.7,80,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,55.9,60,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,23.9,30,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.7,0,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,33.3,36,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-005A,West cell,Rake,Adjacent,0.985,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,9.1,10,J. Parker,12/21/2023,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,1,1,1,1,1.5,2,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,22,26,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,1.1,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,317.6,360,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Potamogeton pusillus,Slender pondweed,,0,1,1,1,1.2,0,J. Parker,1/3/2024,
2023,2023-LCS-NWA-210823-006A,West cell,Rake,Adjacent,0.94,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,95.4,100,J. Parker,1/3/2024,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,7,8,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,8.8,10,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,20.9,22,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Nelumbo lutea,American lotus,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,162.9,200,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Potamogeton crispus,Curly-leaved pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-001A,West cell,Rake,Adjacent,0.87,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,39.9,45,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-002A,West cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,4.7,4,J. Parker,12/19/2023,
2023,2023-LCS-NWA-220823-002A,West cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-002A,West cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-002A,West cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,36,40,J. Parker,12/19/2023,
2023,2023-LCS-NWA-220823-002A,West cell,Rake,Adjacent,1.23,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,6.8,10,J. Parker,12/19/2023,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,3.9,6,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Nelumbo lutea,American lotus,,1,1,1,1,79.3,100,J. Parker,12/22/2023,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-003A,West cell,Rake,Adjacent,0.843,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-004A,West cell,Rake,Adjacent,0.63,0,0,Yes,No,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-004A,West cell,Rake,Adjacent,0.63,0,0,Yes,No,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-004A,West cell,Rake,Adjacent,0.63,0,0,Yes,No,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-220823-004A,West cell,Rake,Adjacent,0.63,0,0,Yes,No,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-005A,West cell,Rake,Adjacent,1.22,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,19.9,20,J. Parker,12/21/2023,
2023,2023-LCS-NWA-220823-005A,West cell,Rake,Adjacent,1.22,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,57.1,70,J. Parker,12/21/2023,
2023,2023-LCS-NWA-220823-005A,West cell,Rake,Adjacent,1.22,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/21/2023,
2023,2023-LCS-NWA-220823-005A,West cell,Rake,Adjacent,1.22,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,35.9,35,J. Parker,12/21/2023,
2023,2023-LCS-NWA-220823-005A,West cell,Rake,Adjacent,1.22,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,1,1,7,8,J. Parker,12/21/2023,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,13.7,24,J. Parker,12/18/2023,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,21.7,25,J. Parker,12/18/2023,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/18/2023,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Stuckenia pectinatus,Sago pondweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-220823-006A,West cell,Rake,Adjacent,0.678,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,0.5,2,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,1,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Lemna trisulca,Star duckweed,,0,1,1,1,0.1,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,0,1,1,1,14.8,20,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-001A,West cell,Rake,Adjacent,0.657,1,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-002A,West cell,Rake,Adjacent,1.18,1,0,Yes,No,,Ceratophyllum demersum,Coontail,,0,1,1,1,1,2,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-002A,West cell,Rake,Adjacent,1.18,1,0,Yes,No,,Lemna sp.,Duckweed sp.,,1,1,0,0,,,,,
2023,2023-LCS-NWA-240823-002A,West cell,Rake,Adjacent,1.18,1,0,Yes,No,,Nymphaea odorata,White water lily,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-002A,West cell,Rake,Adjacent,1.18,1,0,Yes,No,,Pontederia cordata,Pickerelweed,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-002A,West cell,Rake,Adjacent,1.18,1,0,Yes,No,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-003A,West cell,Rake,Adjacent,1.06,2,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,11.4,14,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-003A,West cell,Rake,Adjacent,1.06,2,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,1,1,28.6,35,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-003A,West cell,Rake,Adjacent,1.06,2,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-003A,West cell,Rake,Adjacent,1.06,2,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,178.3,200,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-003A,West cell,Rake,Adjacent,1.06,2,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-004A,West cell,Rake,Adjacent,0.95,3,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,,,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-004A,West cell,Rake,Adjacent,0.95,3,0,Yes,Yes,,Elodea canadensis,Canada waterweed,,0,1,1,1,,,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-004A,West cell,Rake,Adjacent,0.95,3,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-004A,West cell,Rake,Adjacent,0.95,3,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,1,1,,,J. Parker,12/13/2023,
2023,2023-LCS-NWA-240823-004A,West cell,Rake,Adjacent,0.95,3,0,Yes,Yes,,Utricularia sp.,Bladderwort sp.,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-005A,West cell,Rake,Adjacent,1.315,1,0,Yes,Yes,,Ceratophyllum demersum,Coontail,,0,1,1,1,14.7,18,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-005A,West cell,Rake,Adjacent,1.315,1,0,Yes,Yes,,Hydrocharis morsus-ranae,European frog-bit,,0,1,0,0,,,,,
2023,2023-LCS-NWA-240823-005A,West cell,Rake,Adjacent,1.315,1,0,Yes,Yes,,Lemna sp.,Duckweed sp.,,0,1,1,1,0,0,J. Parker,12/19/2023,
2023,2023-LCS-NWA-240823-005A,West cell,Rake,Adjacent,1.315,1,0,Yes,Yes,,Nymphaea odorata,White water lily,,1,1,0,0,,,,,
