Serial_Number,Site_Name,Latitude,Longitude,Local_Date_Time,Temperature_C,Temp_Change_Back,Temp_Change_Fwd,DO_mgL,DO_Change_Back,DO_Change_Fwd,Air_Exposure_Flag,Battery_V,Q,Unix_Time,Project_Code,Waterbody,Start_Time,End_Time,Notes,Group
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T09:51:00Z,22.358,-0.10099999999999909,0.125,0.795,0.017000000000000015,0.132,Clean,3.11,0.898,1724838660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:01:00Z,22.233,-0.125,-0.08299999999999841,0.663,-0.132,-0.029999999999999916,Clean,3.11,0.896,1724839260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:11:00Z,22.316,0.08299999999999841,0.02499999999999858,0.693,0.029999999999999916,0.08199999999999996,Clean,3.11,0.896,1724839860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:21:00Z,22.291,-0.02499999999999858,0.05000000000000071,0.611,-0.08199999999999996,0.05699999999999994,Clean,3.11,0.895,1724840460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:31:00Z,22.241,-0.05000000000000071,-0.009000000000000341,0.554,-0.05699999999999994,-0.017999999999999905,Clean,3.11,0.894,1724841060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:41:00Z,22.25,0.009000000000000341,0.0259999999999998,0.572,0.017999999999999905,0.025999999999999912,Clean,3.11,0.894,1724841660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T10:51:00Z,22.224,-0.0259999999999998,0.10800000000000054,0.546,-0.025999999999999912,0.05800000000000005,Clean,3.11,0.894,1724842260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:01:00Z,22.116,-0.10800000000000054,0.009000000000000341,0.488,-0.05800000000000005,0.021999999999999964,Clean,3.1,0.893,1724842860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:11:00Z,22.107,-0.009000000000000341,-0.02500000000000213,0.466,-0.021999999999999964,-0.11899999999999994,Clean,3.1,0.893,1724843460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:21:00Z,22.132,0.02500000000000213,0.07500000000000284,0.585,0.11899999999999994,0.09599999999999997,Clean,3.1,0.895,1724844060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:31:00Z,22.057,-0.07500000000000284,-0.009000000000000341,0.489,-0.09599999999999997,-0.01200000000000001,Clean,3.1,0.893,1724844660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:41:00Z,22.066,0.009000000000000341,0.04199999999999804,0.501,0.01200000000000001,0.09899999999999998,Clean,3.1,0.893,1724845260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T11:51:00Z,22.024,-0.04199999999999804,-0.05000000000000071,0.402,-0.09899999999999998,-0.043999999999999984,Clean,3.1,0.891,1724845860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:01:00Z,22.074,0.05000000000000071,-0.04199999999999804,0.446,0.043999999999999984,-0.08200000000000002,Clean,3.1,0.892,1724846460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:11:00Z,22.116,0.04199999999999804,0.09199999999999875,0.528,0.08200000000000002,-0.006000000000000005,Clean,3.1,0.894,1724847060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:21:00Z,22.024,-0.09199999999999875,-0.05799999999999983,0.534,0.006000000000000005,-0.16299999999999992,Clean,3.1,0.894,1724847660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:31:00Z,22.082,0.05799999999999983,0.05000000000000071,0.697,0.16299999999999992,0.07999999999999996,Clean,3.1,0.896,1724848260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:41:00Z,22.032,-0.05000000000000071,-0.03399999999999892,0.617,-0.07999999999999996,-0.08599999999999997,Clean,3.1,0.895,1724848860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-270824-003A,42.363987,-82.406432,2024-08-28T12:51:00Z,22.066,0.03399999999999892,-0.23400000000000176,0.703,0.08599999999999997,-7.38,Clean,3.1,0.897,1724849460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-27T17:16:00Z,2024-08-28T13:02:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T16:11:00Z,22.818,NA,0.01600000000000179,0.033,NA,0.0020000000000000018,Clean,3.1,0.883,1724861460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T16:21:00Z,22.802,-0.01600000000000179,0,0.031,-0.0020000000000000018,-0.0010000000000000009,Clean,3.1,0.883,1724862060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T16:31:00Z,22.802,0,-0.02500000000000213,0.032,0.0010000000000000009,0.0010000000000000009,Clean,3.1,0.883,1724862660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T16:41:00Z,22.827,0.02500000000000213,-0.015999999999998238,0.031,-0.0010000000000000009,0,Clean,3.1,0.883,1724863260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T16:51:00Z,22.843,0.015999999999998238,-0.05900000000000105,0.031,0,0.0010000000000000009,Clean,3.1,0.883,1724863860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:01:00Z,22.902,0.05900000000000105,-0.05000000000000071,0.03,-0.0010000000000000009,0,Clean,3.1,0.883,1724864460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:11:00Z,22.952,0.05000000000000071,-0.09199999999999875,0.03,0,-0.0010000000000000009,Clean,3.1,0.883,1724865060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:21:00Z,23.044,0.09199999999999875,-0.06700000000000017,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.1,0.883,1724865660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:31:00Z,23.111,0.06700000000000017,-0.04199999999999804,0.03,-0.0010000000000000009,0,Clean,3.1,0.883,1724866260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:41:00Z,23.153,0.04199999999999804,-0.02500000000000213,0.03,0,0,Clean,3.1,0.883,1724866860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T17:51:00Z,23.178,0.02500000000000213,-0.05000000000000071,0.03,0,0,Clean,3.1,0.883,1724867460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:01:00Z,23.228,0.05000000000000071,-0.04199999999999804,0.03,0,0,Clean,3.1,0.883,1724868060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:11:00Z,23.27,0.04199999999999804,-0.01699999999999946,0.03,0,0,Clean,3.1,0.883,1724868660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:21:00Z,23.287,0.01699999999999946,0.007999999999999119,0.03,0,-0.0010000000000000009,Clean,3.11,0.883,1724869260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:31:00Z,23.279,-0.007999999999999119,-0.05000000000000071,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.11,0.883,1724869860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:41:00Z,23.329,0.05000000000000071,-0.01699999999999946,0.03,-0.0010000000000000009,-0.0010000000000000009,Clean,3.11,0.883,1724870460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T18:51:00Z,23.346,0.01699999999999946,-0.06700000000000017,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.11,0.883,1724871060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:01:00Z,23.413,0.06700000000000017,-0.05000000000000071,0.03,-0.0010000000000000009,-0.0010000000000000009,Clean,3.11,0.883,1724871660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:11:00Z,23.463,0.05000000000000071,-0.0589999999999975,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.11,0.883,1724872260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:21:00Z,23.522,0.0589999999999975,0,0.03,-0.0010000000000000009,0,Clean,3.1,0.883,1724872860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:31:00Z,23.522,0,-0.008000000000002672,0.03,0,0,Clean,3.1,0.883,1724873460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:41:00Z,23.53,0.008000000000002672,-0.0329999999999977,0.03,0,0,Clean,3.1,0.883,1724874060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T19:51:00Z,23.563,0.0329999999999977,-0.009000000000000341,0.03,0,-0.0010000000000000009,Clean,3.1,0.883,1724874660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:01:00Z,23.572,0.009000000000000341,-0.02500000000000213,0.031,0.0010000000000000009,0.0010000000000000009,Clean,3.1,0.883,1724875260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:11:00Z,23.597,0.02500000000000213,-0.02499999999999858,0.03,-0.0010000000000000009,0,Clean,3.1,0.884,1724875860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:21:00Z,23.622,0.02499999999999858,-0.04200000000000159,0.03,0,0,Clean,3.1,0.884,1724876460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:31:00Z,23.664,0.04200000000000159,-0.07499999999999929,0.03,0,9.999999999999974e-4,Clean,3.1,0.883,1724877060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:41:00Z,23.739,0.07499999999999929,-0.03399999999999892,0.029,-9.999999999999974e-4,0,Clean,3.1,0.883,1724877660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T20:51:00Z,23.773,0.03399999999999892,-0.05900000000000105,0.029,0,0,Clean,3.1,0.883,1724878260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:01:00Z,23.832,0.05900000000000105,-0.09199999999999875,0.029,0,0,Clean,3.1,0.884,1724878860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:11:00Z,23.924,0.09199999999999875,-0.04200000000000159,0.029,0,0,Clean,3.1,0.884,1724879460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:21:00Z,23.966,0.04200000000000159,-0.06700000000000017,0.029,0,0,Clean,3.1,0.884,1724880060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:31:00Z,24.033,0.06700000000000017,-0.02499999999999858,0.029,0,0,Clean,3.1,0.884,1724880660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:41:00Z,24.058,0.02499999999999858,-0.02499999999999858,0.029,0,0,Clean,3.1,0.884,1724881260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T21:51:00Z,24.083,0.02499999999999858,-0.04200000000000159,0.029,0,0,Clean,3.1,0.884,1724881860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:01:00Z,24.125,0.04200000000000159,-0.04200000000000159,0.029,0,0.0010000000000000009,Clean,3.1,0.884,1724882460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:11:00Z,24.167,0.04200000000000159,-0.008999999999996788,0.028,-0.0010000000000000009,-0.0010000000000000009,Clean,3.1,0.884,1724883060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:21:00Z,24.176,0.008999999999996788,-0.03300000000000125,0.029,0.0010000000000000009,0,Clean,3.1,0.884,1724883660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:31:00Z,24.209,0.03300000000000125,-0.01699999999999946,0.029,0,0,Clean,3.1,0.884,1724884260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:41:00Z,24.226,0.01699999999999946,0.01699999999999946,0.029,0,0,Clean,3.1,0.884,1724884860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T22:51:00Z,24.209,-0.01699999999999946,0.01699999999999946,0.029,0,0,Clean,3.1,0.884,1724885460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:01:00Z,24.192,-0.01699999999999946,-0.01699999999999946,0.029,0,-0.571,Clean,3.1,0.884,1724886060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:11:00Z,24.209,0.01699999999999946,-0.3019999999999996,0.6,0.571,-0.09099999999999997,Clean,3.1,0.897,1724886660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:21:00Z,24.511,0.3019999999999996,-0.2270000000000003,0.691,0.09099999999999997,-0.7440000000000001,Clean,3.1,0.894,1724887260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:31:00Z,24.738,0.2270000000000003,0.3019999999999996,1.435,0.7440000000000001,0.649,Clean,3.1,0.904,1724887860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:41:00Z,24.436,-0.3019999999999996,0.01699999999999946,0.786,-0.649,-0.24499999999999988,Clean,3.11,0.899,1724888460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-28T23:51:00Z,24.419,-0.01699999999999946,0.07600000000000051,1.031,0.24499999999999988,0.29799999999999993,Clean,3.1,0.902,1724889060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:01:00Z,24.343,-0.07600000000000051,-0.05900000000000105,0.733,-0.29799999999999993,-0.21999999999999997,Clean,3.1,0.898,1724889660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:11:00Z,24.402,0.05900000000000105,-0.0589999999999975,0.953,0.21999999999999997,-0.235,Clean,3.1,0.901,1724890260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:21:00Z,24.461,0.0589999999999975,0.22699999999999676,1.188,0.235,0.571,Clean,3.1,0.903,1724890860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:31:00Z,24.234,-0.22699999999999676,0.03300000000000125,0.617,-0.571,-0.14800000000000002,Clean,3.1,0.896,1724891460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:41:00Z,24.201,-0.03300000000000125,0.03399999999999892,0.765,0.14800000000000002,0.10799999999999998,Clean,3.1,0.899,1724892060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T00:51:00Z,24.167,-0.03399999999999892,0.12600000000000122,0.657,-0.10799999999999998,0.23500000000000004,Clean,3.1,0.897,1724892660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:01:00Z,24.041,-0.12600000000000122,0.04200000000000159,0.422,-0.23500000000000004,0.013000000000000012,Clean,3.1,0.893,1724893260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:11:00Z,23.999,-0.04200000000000159,0.09199999999999875,0.409,-0.013000000000000012,0.044999999999999984,Clean,3.1,0.893,1724893860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:21:00Z,23.907,-0.09199999999999875,0.06700000000000017,0.364,-0.044999999999999984,0.09099999999999997,Clean,3.1,0.891,1724894460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:31:00Z,23.84,-0.06700000000000017,0.05900000000000105,0.273,-0.09099999999999997,-0.07499999999999996,Clean,3.1,0.89,1724895060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:41:00Z,23.781,-0.05900000000000105,0.09999999999999787,0.348,0.07499999999999996,-0.0040000000000000036,Clean,3.1,0.892,1724895660,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T01:51:00Z,23.681,-0.09999999999999787,0.10100000000000264,0.352,0.0040000000000000036,0.18699999999999997,Clean,3.1,0.891,1724896260,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T02:01:00Z,23.58,-0.10100000000000264,0.05799999999999983,0.165,-0.18699999999999997,-0.00799999999999998,Clean,3.11,0.887,1724896860,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T02:11:00Z,23.522,-0.05799999999999983,0.09299999999999997,0.173,0.00799999999999998,0.026999999999999996,Clean,3.11,0.887,1724897460,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
7450-049711,2024-LCS-NWA-280824-001A,42.364431,-82.410675,2024-08-29T02:21:00Z,23.429,-0.09299999999999997,0.125,0.146,-0.026999999999999996,0.09,Clean,3.11,0.887,1724898060,2024-LCS-NWA,St Clair NWA - West Cell,2024-08-28T16:06:00Z,2024-08-29T12:10:00Z,NA,in-fyke
