Project Name,Project,Field Number,Historical Project Code,Date,Day,Month,Year,Date fished,Waterbody Name,Start Time,Stop Time,Start Latitude,Start Longitude,Gear,Effort,Quantification of Effort,Air Temperature,Water Temperature,Conductivity,Dissolved Oxygen,pH,Secchi Tube > measured,Secchi Tube (m),Turbidity (ntu),Distance From Shore (m),Dominant Vegetation,Floodplain Use,Bank Slope (%),Channel Cover (%),Weather Conditions,Wind Speed (km/h),Wind Direction,Weather Notes,Emergent,Floating,Submerged,Open Water,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1-4_riparian_veg.Unknown,Not recorded,Dominant_riparian_veg,Aquatic Animal Notes,Description of Gear,Narrative Locality Description,Notes_SpeciesID,Final Notes
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-210823-004A,,21-Aug-23,21,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,12.2,Nymphaea sp.,Not recorded,,,Sunny,1.1,,,0,70,10,20,Floating,0,0,100,0,0,,,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-210823-005A,,21-Aug-23,21,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,4:12:00 PM,11:24:00 AM,42.36341,-82.41004,MFN,19.2,hours,23.6,23.214,444.8,4.36,7.25,FALSE,0.364,7.83,12.3,Ceratophyllum demersum,Not recorded,,,Sunny,9.3,,,0,20,10,70,Open Water,0,0,100,0,0,,,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,BIG HOLES in 3 of 4 compartments - lots of turtle damage - many fishes escaped,V. Wormwell                  Big holes when fished in cod end b/w hoops. Turtle damage lost most fish
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-210823-006A,,21-Aug-23,21,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,13.5,Ceratophyllum demersum,Not recorded,,,Sunny,1.6,,,0,70,10,20,Floating,0,0,100,0,0,,,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-001A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,12.3,Nymphaea sp.,Not recorded,,,Sunny,4.6,S,,0,70,10,20,Floating,0,0,100,0,0,,,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-002A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,,Nymphaea sp.,Not recorded,,,Sunny,1.1,S,,0,55,15,30,Floating,60,0,40,0,0,,,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-003A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,3:30:00 PM,4:36:00 PM,42.37135,-82.40923,MFN,25.1,hours,22.5,21.904,437.7,4.82,7.48,FALSE,0.262,9.33,,Nelumbo sp.,Not recorded,,,Sunny,4.8,S,,0,80,10,10,Floating,50,0,10,40,0,,,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunderstorm on August 23/23 delaying in fishing the nets
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-004A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,3:45:00 PM,3:05:00 PM,42.37011,-82.41009,MFN,23.3,hours,23.3,21.609,438.9,2.56,7.13,FALSE,0.164,26.7,,,Not recorded,,,Sunny,4.4,S,,0,45,15,40,Floating,0,0,100,0,0,,,Herbaceous,Dom species not listed in field sheet. See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-005A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,4:14:00 PM,5:26:00 PM,42.37214,-82.411,MFN,25.2,hours,23.3,21.888,487.3,1.65,7.01,FALSE,0.131,49.1,,Nymphaea sp.,Not recorded,,,Sunny,5.9,S,,0,70,10,20,Floating,70,0,20,10,0,,,Deciduous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-220823-006A,,22-Aug-23,22,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,4:47:00 PM,5:47:00 PM,42.37067,-82.41209,MFN,25,hours,28.3,21.87,417.1,2.32,7.45,FALSE,0.515,2.74,,Nymphaea sp.,Not recorded,,,Sunny,0,,,0,65,15,20,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-001A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,2:25:00 PM,8:45:00 AM,42.36759,-82.4148,MFN,18.3,hours,27.2,21.856,338.1,1.74,7.53,FALSE,0.536,8.08,,Lemna sp.,Not recorded,,,Mixed sun and cloud,3.3,NE,,0,80,10,10,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-002A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,2:40:00 PM,9:27:00 AM,42.36676,-82.41392,MFN,18.8,hours,28.7,22.425,354.8,2.77,7.39,FALSE,0.556,31.29,,Lemna sp.,Not recorded,,,Mixed sun and cloud,3.2,NE,,10,35,25,30,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,HOLES - lots of holes in fyke when retrieved,"Lots of holes in the net when returned to fish then net. Logger start: 14:48, end: 09:27, temp: 21.99, DO: 3.00"
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-003A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,2:53:00 PM,9:53:00 AM,42.36731,-82.41317,MFN,19,hours,27.4,21.332,367.5,1.77,7.13,FALSE,0.355,25.23,,Nymphaea sp.,Not recorded,,,Mixed sun and cloud,3.2,NW,,0,55,15,30,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,No fish in net
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-004A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,3:05:00 PM,10:04:00 AM,42.36609,-82.41207,MFN,19,hours,28.6,20.745,380.9,0.67,7.02,FALSE,0.36,17.45,,Nymphaea sp.,Not recorded,,,Mixed sun and cloud,3.4,NW,,0,55,25,20,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-005A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,3:18:00 PM,10:19:00 AM,42.36522,-82.41214,MFN,19,hours,27.3,22.352,377.7,3.66,7.16,FALSE,0.472,9.5,,Nymphaea sp.,Not recorded,,,Mixed sun and cloud,3,NW,,0,20,10,70,Open Water,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-240823-006A,,24-Aug-23,24,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,3:29:00 PM,10:58:00 AM,42.36607,-82.41318,MFN,19.5,hours,31,22.28,361.1,1.58,7.23,FALSE,0.26,9.1,,Nymphaea sp.,Not recorded,,,Mixed sun and cloud,3.6,NW,,15,45,30,10,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,Veg rake was washed back into water
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-001A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,2:23:00 PM,9:04:00 AM,42.36739,-82.40714,MFN,18.7,hours,24.2,20.53,366,2.83,7.35,FALSE,0.475,8.85,,Lemna sp.,Not recorded,,,Sunny,4,NE,,10,40,10,40,Open Water,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-002A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,2:34:00 PM,9:39:00 AM,42.36606,-82.40672,MFN,19.1,hours,23.3,20.973,376.8,4.21,7.31,FALSE,0.504,6.6,,,Not recorded,,,Sunny,7,NE,,0,60,20,20,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-003A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,2:43:00 PM,10:00:00 AM,42.36773,-82.40578,MFN,19.3,hours,23.5,21.202,368.3,4.78,7.33,FALSE,0.239,14.94,,Nymphaea sp.,Not recorded,,,Sunny,8.6,NE,,5,55,10,30,Floating,0,0,100,0,0,,,Herbaceous,see excel document for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-004A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,2:54:00 PM,10:21:00 AM,42.36996,-82.40524,MFN,19.5,hours,21.6,21.503,360.1,5.12,7.66,FALSE,0.224,12.3,,,Not recorded,,,Sunny,12.1,NE,,10,50,20,20,Floating,0,0,100,0,0,,,Herbaceous,No dom species listed on data sheet. See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-005A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,3:05:00 PM,10:48:00 AM,42.37241,-82.40548,MFN,19.7,hours,25.6,22.185,379.8,5.23,7.5,FALSE,0.178,15.92,,Nymphaea sp.,Not recorded,,,Sunny,2.8,NE,,0,65,25,10,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-280823-006A,,28-Aug-23,28,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,3:18:00 PM,11:06:00 AM,42.3723,-82.40321,MFN,19.8,hours,21.7,21.844,365.3,4.35,7.24,FALSE,0.306,8.85,,Lemna sp.,Not recorded,,,Sunny,8.1,NE,,0,20,10,70,Open Water,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-001A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,12:52:00 PM,8:01:00 AM,42.37495,-82.40376,MFN,19.15,hours,27.3,19.29,371.3,0.92,7.43,FALSE,0.448,6.94,,Nymphaea sp.,Not recorded,,,Sunny,3,E,,0,50,30,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-002A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,1:11:00 PM,8:38:00 AM,42.37534,-82.40486,MFN,19.45,hours,25.4,20.97,372.1,1.08,7.28,FALSE,0.548,11.78,,Nymphaea sp.,Not recorded,,,Sunny,6,E,,20,40,30,10,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-003A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,1:30:00 PM,8:51:00 AM,42.37422,-82.4047,MFN,19.35,hours,23.4,22.016,395.5,12.65,7.45,FALSE,0.64,32.85,,Nymphaea sp.,Not recorded,,,Sunny,4.9,E,,10,30,10,50,Open Water,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-004A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,1:46:00 PM,9:22:00 AM,42.37802,-82.40212,MFN,19.6,hours,28.7,22.374,381.2,1.82,7.11,FALSE,0.14,18.81,,Hydrocharis morsus-ranae,Not recorded,,,Sunny,1,E,,0,70,30,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,Holes in net,Big hole in net
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-005A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,1:58:00 PM,9:48:00 AM,42.37666,-82.40328,MFN,20.17,hours,25.1,21.56,361.1,2.07,7.36,FALSE,0.962,1.81,,Nymphaea sp.,Not recorded,,,Sunny,5.7,E,,0,55,25,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-290823-006A,,29-Aug-23,29,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,2:10:00 PM,10:18:00 AM,42.37509,-82.40617,MFN,20.13,hours,24.2,22.36,384.4,7.92,7.51,FALSE,0.855,2.08,,Stuckenia pectinatus,Not recorded,,,Sunny,6.3,E,,0,55,25,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,Zipper was open
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-001A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,12:40:00 PM,7:58:00 AM,42.3723,-82.40831,MFN,19.3,hours,16.1,19.378,355.1,1.3,7.42,FALSE,0.466,2.36,,Nymphaea sp.,Not recorded,,,Cloudy,11.6,SW,,0,60,20,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-002A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,12:54:00 PM,8:34:00 AM,42.37173,-82.40731,MFN,19.6,hours,16.8,19.257,385.1,2.62,7.02,FALSE,0.472,11.3,,Nymphaea sp.,Not recorded,,,Cloudy,5.3,,,0,40,10,50,Open Water,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,"logger start: 12:57, end: 08:36, temp: 16.88, DO: 2.92"
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-003A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,1:01:00 PM,8:55:00 AM,42.37341,-82.40757,MFN,19.9,hours,16,19.17,360.5,4.47,7.03,FALSE,0.562,1.23,,Ceratophyllum demersum,Not recorded,,,Cloudy,3.2,,,10,45,25,20,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-004A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,1:13:00 PM,9:41:00 AM,42.37385,-82.40679,MFN,20.5,hours,16.5,18.821,344.4,1.33,7.27,FALSE,0.984,1.41,,Nelumbo sp.,Not recorded,,,Cloudy,6.3,,,0,85,10,5,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-005A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,1:23:00 PM,10:01:00 AM,42.37435,-82.4067,MFN,20.6,hours,16.7,19.051,356.5,1.89,7.43,FALSE,0.92,2.35,,Nelumbo sp.,Not recorded,,,Cloudy,4.7,,,10,55,25,10,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,"logger start: 13:38, end: 10:02, temp: 17.14, DO: 0.25"
2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,2023-LCS-NWA-300823-006A,,30-Aug-23,30,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,1:32:00 PM,10:16:00 AM,42.37436,-82.4076,MFN,20.7,hours,16.2,19.444,356.1,1.41,7.31,FALSE,0.36,9.86,,Nelumbo sp.,Not recorded,,,Cloudy,7.1,,,5,60,25,10,Floating,0,0,100,0,0,,,Herbaceous,See excel document for more information,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,"logger start: 13:50, end: 10:18, temp: 17.17, DO: 8.40"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-070824-001A,E-01,7-Aug-24,7,8,2024,8-Aug-24,St. Clair NWA - East Cell SCU,12:19:00 PM,9:21:00 AM,42.365045,-82.399293,MFN,21.03,hours,23.5,21.654,394.4,4.82,7.45,FALSE,1.03,2.57,0,,Less disturbed - Wetland,,,Sunny,16.8,ENE,WINDY,5,30,45,20,Submerged,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: BLUE; Net notes: N/A","Black Crappie max. size was half of an adult crappie - not measured. Was alive in net, got stuck trying to escape cod end and back half was eaten. ""Oh Crappie Day!""","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-070824-002A,E-02,7-Aug-24,7,8,2024,8-Aug-24,St. Clair NWA - East Cell SCU,12:47:00 PM,10:30:00 AM,42.365739,-82.400584,MFN,21.72,hours,24.7,20.587,361.3,0.98,7.13,FALSE,0.46,11.22,0,,Less disturbed - Wetland,,,Sunny,8.1,ENE,,5,50,30,15,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: CLEAR; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-070824-003A,E-03,7-Aug-24,7,8,2024,8-Aug-24,St. Clair NWA - East Cell SCU,1:15:00 PM,10:59:00 AM,42.366877,-82.399667,MFN,21.73,hours,26.1,21.425,385.2,3,7.34,TRUE,,1.85,0,,Less disturbed - Wetland,,,Sunny,16.1,ENE,,20,10,30,40,Open Water,0,0,100,0,0,,,Herbaceous,Turtle bycatch: TRUE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 2 (0.7-1.0m), Logger: YELLOW; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-070824-004A,E-04,7-Aug-24,7,8,2024,8-Aug-24,St. Clair NWA - East Cell SCU,1:54:00 PM,12:42:00 PM,42.36479,-82.403185,MFN,22.8,hours,29.6,20.885,373.7,1.18,7.06,FALSE,1.12,10.82,0,,Less disturbed - Wetland,,,Sunny,10.6,ENE,,25,50,20,5,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 3 (0.4-0.7m), Logger: PINK; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-070824-005A,E-05,7-Aug-24,7,8,2024,8-Aug-24,St. Clair NWA - East Cell SCU,2:23:00 PM,1:05:00 PM,42.363931,-82.40205,MFN,22.7,hours,24.7,22.044,384.7,1.46,7.1,FALSE,0.85,8.32,0,,Less disturbed - Wetland,,,Sunny,10.2,ENE,Roasty,5,45,25,25,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: single wing","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-,2024-LCS-NWA-080824-001A,E-06,8-Aug-24,8,8,2024,9-Aug-24,St. Clair NWA - East Cell SCU,2:21:00 PM,8:23:00 AM,42.361366,-82.405036,MFN,18.03,hours,29,21.989,382.8,1.75,7.48,TRUE,,0.76,0,,Less disturbed - Wetland,,,Cloudy,0,,,10,70,20,0,Floating,0,0,100,0,0,,,Herbaceous,Turtle bycatch: FALSE,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening","Depth Category: 1 (>1.0m), Logger: NONE; Net notes: N/A","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable","total morts by spp entered in ""total euthanized"" but were not kept; individual fish condition entered by TL in biol.sample subtable"
