Time_sec,BV_Volts,Temperature_C,DO_mgL,Q,SN,InWater,DateTime,Field.Number,Date,Time,www.epochconverter.com,0.006944444
1692072600,3.45,22.179,1.703,0.986,7450-778298,TRUE,8/15/2023 0:10,2023-LCS-NWA-140823-004A,8/15/2023,0:10,,
1692072780,3.43,22.166,2.101,0.916,7450-049711,TRUE,8/15/2023 0:13,2023-LCS-NWA-140823-003A,8/15/2023,0:13,,
1692072840,3.42,21.418,0.174,0.953,7450-064567,TRUE,8/15/2023 0:14,2023-LCS-NWA-140823-006A,8/15/2023,0:14,,
1692073020,3.43,22.27,1.957,0.961,7450-770855,TRUE,8/15/2023 0:17,2023-LCS-NWA-140823-001A,8/15/2023,0:17,,
1692073200,3.45,22.129,1.573,0.986,7450-778298,TRUE,8/15/2023 0:20,2023-LCS-NWA-140823-004A,8/15/2023,0:20,,
1692073380,3.43,22.132,2.089,0.916,7450-049711,TRUE,8/15/2023 0:23,2023-LCS-NWA-140823-003A,8/15/2023,0:23,,
1692073440,3.42,21.376,0.171,0.953,7450-064567,TRUE,8/15/2023 0:24,2023-LCS-NWA-140823-006A,8/15/2023,0:24,,
1692073620,3.43,22.237,1.828,0.961,7450-770855,TRUE,8/15/2023 0:27,2023-LCS-NWA-140823-001A,8/15/2023,0:27,,
1692073800,3.45,22.087,1.587,0.986,7450-778298,TRUE,8/15/2023 0:30,2023-LCS-NWA-140823-004A,8/15/2023,0:30,,
1692073980,3.43,22.116,1.947,0.916,7450-049711,TRUE,8/15/2023 0:33,2023-LCS-NWA-140823-003A,8/15/2023,0:33,,
1692074040,3.42,21.326,0.159,0.953,7450-064567,TRUE,8/15/2023 0:34,2023-LCS-NWA-140823-006A,8/15/2023,0:34,,
1692074220,3.43,22.211,1.345,0.959,7450-770855,TRUE,8/15/2023 0:37,2023-LCS-NWA-140823-001A,8/15/2023,0:37,,
1692074400,3.45,22.028,1.587,0.986,7450-778298,TRUE,8/15/2023 0:40,2023-LCS-NWA-140823-004A,8/15/2023,0:40,,
1692074580,3.43,22.074,1.893,0.916,7450-049711,TRUE,8/15/2023 0:43,2023-LCS-NWA-140823-003A,8/15/2023,0:43,,
1692074640,3.42,21.301,0.11,0.952,7450-064567,TRUE,8/15/2023 0:44,2023-LCS-NWA-140823-006A,8/15/2023,0:44,,
1692074820,3.42,22.17,1.483,0.96,7450-770855,TRUE,8/15/2023 0:47,2023-LCS-NWA-140823-001A,8/15/2023,0:47,,
1692075000,3.45,21.961,1.564,0.985,7450-778298,TRUE,8/15/2023 0:50,2023-LCS-NWA-140823-004A,8/15/2023,0:50,,
1692075180,3.43,22.032,1.714,0.916,7450-049711,TRUE,8/15/2023 0:53,2023-LCS-NWA-140823-003A,8/15/2023,0:53,,
1692075240,3.42,21.284,0.079,0.951,7450-064567,TRUE,8/15/2023 0:54,2023-LCS-NWA-140823-006A,8/15/2023,0:54,,
1692075420,3.42,22.136,1.361,0.959,7450-770855,TRUE,8/15/2023 0:57,2023-LCS-NWA-140823-001A,8/15/2023,0:57,,
1692075600,3.45,21.886,1.622,0.986,7450-778298,TRUE,8/15/2023 1:00,2023-LCS-NWA-140823-004A,8/15/2023,1:00,,
1692075780,3.43,22.032,1.637,0.915,7450-049711,TRUE,8/15/2023 1:03,2023-LCS-NWA-140823-003A,8/15/2023,1:03,,
1692075840,3.42,21.225,0.07,0.95,7450-064567,TRUE,8/15/2023 1:04,2023-LCS-NWA-140823-006A,8/15/2023,1:04,,
1692076020,3.42,22.136,1.182,0.958,7450-770855,TRUE,8/15/2023 1:07,2023-LCS-NWA-140823-001A,8/15/2023,1:07,,
1692076200,3.45,21.828,1.638,0.986,7450-778298,TRUE,8/15/2023 1:10,2023-LCS-NWA-140823-004A,8/15/2023,1:10,,
1692076380,3.43,21.982,1.537,0.915,7450-049711,TRUE,8/15/2023 1:13,2023-LCS-NWA-140823-003A,8/15/2023,1:13,,
1692076440,3.42,21.192,0.058,0.95,7450-064567,TRUE,8/15/2023 1:14,2023-LCS-NWA-140823-006A,8/15/2023,1:14,,
1692076620,3.42,22.094,1.281,0.958,7450-770855,TRUE,8/15/2023 1:17,2023-LCS-NWA-140823-001A,8/15/2023,1:17,,
1692076800,3.45,21.803,1.589,0.986,7450-778298,TRUE,8/15/2023 1:20,2023-LCS-NWA-140823-004A,8/15/2023,1:20,,
1692076980,3.43,21.965,1.347,0.914,7450-049711,TRUE,8/15/2023 1:23,2023-LCS-NWA-140823-003A,8/15/2023,1:23,,
1692077040,3.42,21.175,0.034,0.949,7450-064567,TRUE,8/15/2023 1:24,2023-LCS-NWA-140823-006A,8/15/2023,1:24,,
1692077220,3.42,22.061,0.906,0.954,7450-770855,TRUE,8/15/2023 1:27,2023-LCS-NWA-140823-001A,8/15/2023,1:27,,
1692077400,3.45,21.811,1.476,0.985,7450-778298,TRUE,8/15/2023 1:30,2023-LCS-NWA-140823-004A,8/15/2023,1:30,,
1692077580,3.43,21.932,1.35,0.914,7450-049711,TRUE,8/15/2023 1:33,2023-LCS-NWA-140823-003A,8/15/2023,1:33,,
1692077640,3.42,21.125,0.04,0.95,7450-064567,TRUE,8/15/2023 1:34,2023-LCS-NWA-140823-006A,8/15/2023,1:34,,
1692077820,3.42,22.028,0.741,0.952,7450-770855,TRUE,8/15/2023 1:37,2023-LCS-NWA-140823-001A,8/15/2023,1:37,,
1692078000,3.45,21.761,1.342,0.984,7450-778298,TRUE,8/15/2023 1:40,2023-LCS-NWA-140823-004A,8/15/2023,1:40,,
1692078180,3.43,21.915,1.354,0.914,7450-049711,TRUE,8/15/2023 1:43,2023-LCS-NWA-140823-003A,8/15/2023,1:43,,
1692078240,3.42,21.1,0.023,0.949,7450-064567,TRUE,8/15/2023 1:44,2023-LCS-NWA-140823-006A,8/15/2023,1:44,,
1692078420,3.42,21.994,0.743,0.952,7450-770855,TRUE,8/15/2023 1:47,2023-LCS-NWA-140823-001A,8/15/2023,1:47,,
1692078600,3.45,21.752,1.293,0.984,7450-778298,TRUE,8/15/2023 1:50,2023-LCS-NWA-140823-004A,8/15/2023,1:50,,
1692078780,3.43,21.857,1.162,0.913,7450-049711,TRUE,8/15/2023 1:53,2023-LCS-NWA-140823-003A,8/15/2023,1:53,,
1692078840,3.41,21.075,0.031,0.949,7450-064567,TRUE,8/15/2023 1:54,2023-LCS-NWA-140823-006A,8/15/2023,1:54,,
1692079020,3.42,21.969,0.735,0.952,7450-770855,TRUE,8/15/2023 1:57,2023-LCS-NWA-140823-001A,8/15/2023,1:57,,
1692079200,3.45,21.727,1.177,0.983,7450-778298,TRUE,8/15/2023 2:00,2023-LCS-NWA-140823-004A,8/15/2023,2:00,,
1692079380,3.43,21.848,1.152,0.913,7450-049711,TRUE,8/15/2023 2:03,2023-LCS-NWA-140823-003A,8/15/2023,2:03,,
1692079440,3.41,21.042,0.024,0.949,7450-064567,TRUE,8/15/2023 2:04,2023-LCS-NWA-140823-006A,8/15/2023,2:04,,
1692079620,3.42,21.952,0.562,0.949,7450-770855,TRUE,8/15/2023 2:07,2023-LCS-NWA-140823-001A,8/15/2023,2:07,,
1692079800,3.45,21.685,1.085,0.982,7450-778298,TRUE,8/15/2023 2:10,2023-LCS-NWA-140823-004A,8/15/2023,2:10,,
1692079980,3.43,21.831,1.154,0.913,7450-049711,TRUE,8/15/2023 2:13,2023-LCS-NWA-140823-003A,8/15/2023,2:13,,
1692080040,3.41,21.008,0.027,0.949,7450-064567,TRUE,8/15/2023 2:14,2023-LCS-NWA-140823-006A,8/15/2023,2:14,,
1692080220,3.42,21.927,0.59,0.949,7450-770855,TRUE,8/15/2023 2:17,2023-LCS-NWA-140823-001A,8/15/2023,2:17,,
1692080400,3.45,21.652,1.069,0.982,7450-778298,TRUE,8/15/2023 2:20,2023-LCS-NWA-140823-004A,8/15/2023,2:20,,
1692080580,3.43,21.79,1.074,0.913,7450-049711,TRUE,8/15/2023 2:23,2023-LCS-NWA-140823-003A,8/15/2023,2:23,,
1692080640,3.41,20.966,0.022,0.949,7450-064567,TRUE,8/15/2023 2:24,2023-LCS-NWA-140823-006A,8/15/2023,2:24,,
1692080820,3.42,21.911,0.505,0.948,7450-770855,TRUE,8/15/2023 2:27,2023-LCS-NWA-140823-001A,8/15/2023,2:27,,
1692081000,3.45,21.619,1.03,0.982,7450-778298,TRUE,8/15/2023 2:30,2023-LCS-NWA-140823-004A,8/15/2023,2:30,,
1692081180,3.43,21.765,1.068,0.912,7450-049711,TRUE,8/15/2023 2:33,2023-LCS-NWA-140823-003A,8/15/2023,2:33,,
1692081240,3.41,20.941,0.021,0.949,7450-064567,TRUE,8/15/2023 2:34,2023-LCS-NWA-140823-006A,8/15/2023,2:34,,
1692081420,3.42,21.861,0.461,0.946,7450-770855,TRUE,8/15/2023 2:37,2023-LCS-NWA-140823-001A,8/15/2023,2:37,,
1692081600,3.45,21.602,0.834,0.98,7450-778298,TRUE,8/15/2023 2:40,2023-LCS-NWA-140823-004A,8/15/2023,2:40,,
1692081780,3.43,21.723,0.944,0.911,7450-049711,TRUE,8/15/2023 2:43,2023-LCS-NWA-140823-003A,8/15/2023,2:43,,
1692081840,3.41,20.916,0.034,0.95,7450-064567,TRUE,8/15/2023 2:44,2023-LCS-NWA-140823-006A,8/15/2023,2:44,,
1692082020,3.42,21.835,0.515,0.948,7450-770855,TRUE,8/15/2023 2:47,2023-LCS-NWA-140823-001A,8/15/2023,2:47,,
1692082200,3.45,21.602,0.812,0.98,7450-778298,TRUE,8/15/2023 2:50,2023-LCS-NWA-140823-004A,8/15/2023,2:50,,
1692082380,3.43,21.689,0.972,0.911,7450-049711,TRUE,8/15/2023 2:53,2023-LCS-NWA-140823-003A,8/15/2023,2:53,,
1692082440,3.41,20.866,0.023,0.949,7450-064567,TRUE,8/15/2023 2:54,2023-LCS-NWA-140823-006A,8/15/2023,2:54,,
1692082620,3.42,21.81,0.505,0.947,7450-770855,TRUE,8/15/2023 2:57,2023-LCS-NWA-140823-001A,8/15/2023,2:57,,
1692082800,3.45,21.535,0.847,0.98,7450-778298,TRUE,8/15/2023 3:00,2023-LCS-NWA-140823-004A,8/15/2023,3:00,,
1692082980,3.43,21.664,0.902,0.911,7450-049711,TRUE,8/15/2023 3:03,2023-LCS-NWA-140823-003A,8/15/2023,3:03,,
1692083040,3.41,20.858,0.025,0.95,7450-064567,TRUE,8/15/2023 3:04,2023-LCS-NWA-140823-006A,8/15/2023,3:04,,
1692083220,3.42,21.777,0.512,0.947,7450-770855,TRUE,8/15/2023 3:07,2023-LCS-NWA-140823-001A,8/15/2023,3:07,,
1692083400,3.45,21.493,0.873,0.98,7450-778298,TRUE,8/15/2023 3:10,2023-LCS-NWA-140823-004A,8/15/2023,3:10,,
1692083580,3.43,21.631,0.866,0.91,7450-049711,TRUE,8/15/2023 3:13,2023-LCS-NWA-140823-003A,8/15/2023,3:13,,
1692083640,3.41,20.824,0.024,0.95,7450-064567,TRUE,8/15/2023 3:14,2023-LCS-NWA-140823-006A,8/15/2023,3:14,,
1692083820,3.42,21.769,0.458,0.946,7450-770855,TRUE,8/15/2023 3:17,2023-LCS-NWA-140823-001A,8/15/2023,3:17,,
1692084000,3.45,21.451,0.881,0.98,7450-778298,TRUE,8/15/2023 3:20,2023-LCS-NWA-140823-004A,8/15/2023,3:20,,
1692084180,3.43,21.606,0.865,0.911,7450-049711,TRUE,8/15/2023 3:23,2023-LCS-NWA-140823-003A,8/15/2023,3:23,,
1692084240,3.41,20.799,0.026,0.95,7450-064567,TRUE,8/15/2023 3:24,2023-LCS-NWA-140823-006A,8/15/2023,3:24,,
1692084420,3.42,21.727,0.44,0.946,7450-770855,TRUE,8/15/2023 3:27,2023-LCS-NWA-140823-001A,8/15/2023,3:27,,
1692084600,3.45,21.401,0.893,0.98,7450-778298,TRUE,8/15/2023 3:30,2023-LCS-NWA-140823-004A,8/15/2023,3:30,,
1692084780,3.43,21.597,0.81,0.91,7450-049711,TRUE,8/15/2023 3:33,2023-LCS-NWA-140823-003A,8/15/2023,3:33,,
1692084840,3.41,20.765,0.025,0.95,7450-064567,TRUE,8/15/2023 3:34,2023-LCS-NWA-140823-006A,8/15/2023,3:34,,
1692085020,3.42,21.693,0.368,0.944,7450-770855,TRUE,8/15/2023 3:37,2023-LCS-NWA-140823-001A,8/15/2023,3:37,,
1692085200,3.45,21.384,0.81,0.979,7450-778298,TRUE,8/15/2023 3:40,2023-LCS-NWA-140823-004A,8/15/2023,3:40,,
1692085380,3.43,21.572,0.767,0.909,7450-049711,TRUE,8/15/2023 3:43,2023-LCS-NWA-140823-003A,8/15/2023,3:43,,
1692085440,3.41,20.749,0.023,0.95,7450-064567,TRUE,8/15/2023 3:44,2023-LCS-NWA-140823-006A,8/15/2023,3:44,,
1692085620,3.42,21.685,0.419,0.945,7450-770855,TRUE,8/15/2023 3:47,2023-LCS-NWA-140823-001A,8/15/2023,3:47,,
1692085800,3.45,21.334,0.719,0.978,7450-778298,TRUE,8/15/2023 3:50,2023-LCS-NWA-140823-004A,8/15/2023,3:50,,
1692085980,3.43,21.564,0.718,0.909,7450-049711,TRUE,8/15/2023 3:53,2023-LCS-NWA-140823-003A,8/15/2023,3:53,,
1692086040,3.41,20.724,0.023,0.95,7450-064567,TRUE,8/15/2023 3:54,2023-LCS-NWA-140823-006A,8/15/2023,3:54,,
1692086220,3.42,21.677,0.348,0.944,7450-770855,TRUE,8/15/2023 3:57,2023-LCS-NWA-140823-001A,8/15/2023,3:57,,
1692086400,3.45,21.317,0.722,0.978,7450-778298,TRUE,8/15/2023 4:00,2023-LCS-NWA-140823-004A,8/15/2023,4:00,,
1692086580,3.43,21.547,0.626,0.907,7450-049711,TRUE,8/15/2023 4:03,2023-LCS-NWA-140823-003A,8/15/2023,4:03,,
1692086640,3.41,20.699,0.021,0.95,7450-064567,TRUE,8/15/2023 4:04,2023-LCS-NWA-140823-006A,8/15/2023,4:04,,
1692086820,3.42,21.643,0.32,0.943,7450-770855,TRUE,8/15/2023 4:07,2023-LCS-NWA-140823-001A,8/15/2023,4:07,,
1692087000,3.46,21.301,0.632,0.977,7450-778298,TRUE,8/15/2023 4:10,2023-LCS-NWA-140823-004A,8/15/2023,4:10,,
1692087180,3.43,21.522,0.618,0.907,7450-049711,TRUE,8/15/2023 4:13,2023-LCS-NWA-140823-003A,8/15/2023,4:13,,
1692087240,3.41,20.682,0.021,0.95,7450-064567,TRUE,8/15/2023 4:14,2023-LCS-NWA-140823-006A,8/15/2023,4:14,,
1692087420,3.42,21.627,0.227,0.941,7450-770855,TRUE,8/15/2023 4:17,2023-LCS-NWA-140823-001A,8/15/2023,4:17,,
1692087600,3.46,21.267,0.627,0.976,7450-778298,TRUE,8/15/2023 4:20,2023-LCS-NWA-140823-004A,8/15/2023,4:20,,
1692087780,3.43,21.505,0.592,0.906,7450-049711,TRUE,8/15/2023 4:23,2023-LCS-NWA-140823-003A,8/15/2023,4:23,,
1692087840,3.42,20.64,0.021,0.95,7450-064567,TRUE,8/15/2023 4:24,2023-LCS-NWA-140823-006A,8/15/2023,4:24,,
1692088020,3.42,21.61,0.328,0.943,7450-770855,TRUE,8/15/2023 4:27,2023-LCS-NWA-140823-001A,8/15/2023,4:27,,
1692088200,3.46,21.25,0.62,0.976,7450-778298,TRUE,8/15/2023 4:30,2023-LCS-NWA-140823-004A,8/15/2023,4:30,,
1692088380,3.43,21.464,0.576,0.906,7450-049711,TRUE,8/15/2023 4:33,2023-LCS-NWA-140823-003A,8/15/2023,4:33,,
1692088440,3.42,20.632,0.02,0.95,7450-064567,TRUE,8/15/2023 4:34,2023-LCS-NWA-140823-006A,8/15/2023,4:34,,
1692088620,3.42,21.568,0.409,0.945,7450-770855,TRUE,8/15/2023 4:37,2023-LCS-NWA-140823-001A,8/15/2023,4:37,,
1692088800,3.45,21.25,0.491,0.974,7450-778298,TRUE,8/15/2023 4:40,2023-LCS-NWA-140823-004A,8/15/2023,4:40,,
1692088980,3.43,21.455,0.419,0.904,7450-049711,TRUE,8/15/2023 4:43,2023-LCS-NWA-140823-003A,8/15/2023,4:43,,
1692089040,3.42,20.581,0.021,0.95,7450-064567,TRUE,8/15/2023 4:44,2023-LCS-NWA-140823-006A,8/15/2023,4:44,,
1692089220,3.42,21.535,0.352,0.944,7450-770855,TRUE,8/15/2023 4:47,2023-LCS-NWA-140823-001A,8/15/2023,4:47,,
1692089400,3.46,21.209,0.506,0.974,7450-778298,TRUE,8/15/2023 4:50,2023-LCS-NWA-140823-004A,8/15/2023,4:50,,
1692089580,3.43,21.413,0.351,0.902,7450-049711,TRUE,8/15/2023 4:53,2023-LCS-NWA-140823-003A,8/15/2023,4:53,,
1692089640,3.42,20.565,0.022,0.95,7450-064567,TRUE,8/15/2023 4:54,2023-LCS-NWA-140823-006A,8/15/2023,4:54,,
1692089820,3.42,21.51,0.307,0.943,7450-770855,TRUE,8/15/2023 4:57,2023-LCS-NWA-140823-001A,8/15/2023,4:57,,
1692090000,3.46,21.167,0.58,0.976,7450-778298,TRUE,8/15/2023 5:00,2023-LCS-NWA-140823-004A,8/15/2023,5:00,,
1692090180,3.43,21.388,0.279,0.901,7450-049711,TRUE,8/15/2023 5:03,2023-LCS-NWA-140823-003A,8/15/2023,5:03,,
1692090240,3.42,20.54,0.021,0.95,7450-064567,TRUE,8/15/2023 5:04,2023-LCS-NWA-140823-006A,8/15/2023,5:04,,
1692090420,3.42,21.51,0.298,0.942,7450-770855,TRUE,8/15/2023 5:07,2023-LCS-NWA-140823-001A,8/15/2023,5:07,,
1692090600,3.45,21.117,0.533,0.975,7450-778298,TRUE,8/15/2023 5:10,2023-LCS-NWA-140823-004A,8/15/2023,5:10,,
1692090780,3.43,21.397,0.187,0.899,7450-049711,TRUE,8/15/2023 5:13,2023-LCS-NWA-140823-003A,8/15/2023,5:13,,
1692090840,3.42,20.498,0.026,0.95,7450-064567,TRUE,8/15/2023 5:14,2023-LCS-NWA-140823-006A,8/15/2023,5:14,,
1692091020,3.42,21.468,0.208,0.94,7450-770855,TRUE,8/15/2023 5:17,2023-LCS-NWA-140823-001A,8/15/2023,5:17,,
1692091200,3.45,21.075,0.511,0.975,7450-778298,TRUE,8/15/2023 5:20,2023-LCS-NWA-140823-004A,8/15/2023,5:20,,
1692091380,3.43,21.363,0.205,0.899,7450-049711,TRUE,8/15/2023 5:23,2023-LCS-NWA-140823-003A,8/15/2023,5:23,,
1692091440,3.42,20.481,0.021,0.95,7450-064567,TRUE,8/15/2023 5:24,2023-LCS-NWA-140823-006A,8/15/2023,5:24,,
1692091620,3.42,21.443,0.315,0.943,7450-770855,TRUE,8/15/2023 5:27,2023-LCS-NWA-140823-001A,8/15/2023,5:27,,
1692091800,3.45,21.033,0.495,0.975,7450-778298,TRUE,8/15/2023 5:30,2023-LCS-NWA-140823-004A,8/15/2023,5:30,,
1692091980,3.43,21.33,0.123,0.897,7450-049711,TRUE,8/15/2023 5:33,2023-LCS-NWA-140823-003A,8/15/2023,5:33,,
1692092040,3.42,20.464,0.022,0.95,7450-064567,TRUE,8/15/2023 5:34,2023-LCS-NWA-140823-006A,8/15/2023,5:34,,
1692092220,3.42,21.443,0.261,0.941,7450-770855,TRUE,8/15/2023 5:37,2023-LCS-NWA-140823-001A,8/15/2023,5:37,,
1692092400,3.45,20.999,0.524,0.975,7450-778298,TRUE,8/15/2023 5:40,2023-LCS-NWA-140823-004A,8/15/2023,5:40,,
1692092580,3.43,21.271,0.244,0.9,7450-049711,TRUE,8/15/2023 5:43,2023-LCS-NWA-140823-003A,8/15/2023,5:43,,
1692092640,3.42,20.431,0.021,0.95,7450-064567,TRUE,8/15/2023 5:44,2023-LCS-NWA-140823-006A,8/15/2023,5:44,,
1692092820,3.42,21.418,0.293,0.942,7450-770855,TRUE,8/15/2023 5:47,2023-LCS-NWA-140823-001A,8/15/2023,5:47,,
1692093000,3.45,20.949,0.56,0.975,7450-778298,TRUE,8/15/2023 5:50,2023-LCS-NWA-140823-004A,8/15/2023,5:50,,
1692093180,3.43,21.121,0.928,0.911,7450-049711,TRUE,8/15/2023 5:53,2023-LCS-NWA-140823-003A,8/15/2023,5:53,,
1692093240,3.42,20.297,0.64,0.964,7450-064567,TRUE,8/15/2023 5:54,2023-LCS-NWA-140823-006A,8/15/2023,5:54,,
1692093420,3.43,21.351,0.83,0.953,7450-770855,TRUE,8/15/2023 5:57,2023-LCS-NWA-140823-001A,8/15/2023,5:57,,
1692093600,3.45,20.907,0.547,0.975,7450-778298,TRUE,8/15/2023 6:00,2023-LCS-NWA-140823-004A,8/15/2023,6:00,,
1692093780,3.43,20.995,1.699,0.915,7450-049711,TRUE,8/15/2023 6:03,2023-LCS-NWA-140823-003A,8/15/2023,6:03,,
1692093840,3.42,20.263,0.305,0.957,7450-064567,TRUE,8/15/2023 6:04,2023-LCS-NWA-140823-006A,8/15/2023,6:04,,
1692094020,3.42,21.276,1.084,0.956,7450-770855,TRUE,8/15/2023 6:07,2023-LCS-NWA-140823-001A,8/15/2023,6:07,,
1692094200,3.45,20.757,1.675,0.984,7450-778298,TRUE,8/15/2023 6:10,2023-LCS-NWA-140823-004A,8/15/2023,6:10,,
1692094380,3.43,20.97,1.641,0.914,7450-049711,TRUE,8/15/2023 6:13,2023-LCS-NWA-140823-003A,8/15/2023,6:13,,
1692094440,3.42,20.205,0.344,0.958,7450-064567,TRUE,8/15/2023 6:14,2023-LCS-NWA-140823-006A,8/15/2023,6:14,,
1692094620,3.43,21.234,1.414,0.959,7450-770855,TRUE,8/15/2023 6:17,2023-LCS-NWA-140823-001A,8/15/2023,6:17,,
1692094800,3.45,20.64,2.408,0.985,7450-778298,TRUE,8/15/2023 6:20,2023-LCS-NWA-140823-004A,8/15/2023,6:20,,
1692094980,3.43,20.928,1.67,0.915,7450-049711,TRUE,8/15/2023 6:23,2023-LCS-NWA-140823-003A,8/15/2023,6:23,,
1692095040,3.42,20.18,0.521,0.961,7450-064567,TRUE,8/15/2023 6:24,2023-LCS-NWA-140823-006A,8/15/2023,6:24,,
1692095220,3.43,21.2,1.336,0.958,7450-770855,TRUE,8/15/2023 6:27,2023-LCS-NWA-140823-001A,8/15/2023,6:27,,
1692095400,3.45,20.573,2.613,0.986,7450-778298,TRUE,8/15/2023 6:30,2023-LCS-NWA-140823-004A,8/15/2023,6:30,,
1692095580,3.43,20.928,1.629,0.914,7450-049711,TRUE,8/15/2023 6:33,2023-LCS-NWA-140823-003A,8/15/2023,6:33,,
1692095640,3.42,20.146,0.597,0.962,7450-064567,TRUE,8/15/2023 6:34,2023-LCS-NWA-140823-006A,8/15/2023,6:34,,
1692095820,3.43,21.184,1.221,0.957,7450-770855,TRUE,8/15/2023 6:37,2023-LCS-NWA-140823-001A,8/15/2023,6:37,,
1692096000,3.45,20.539,2.658,0.985,7450-778298,TRUE,8/15/2023 6:40,2023-LCS-NWA-140823-004A,8/15/2023,6:40,,
1692096180,3.43,20.903,1.85,0.915,7450-049711,TRUE,8/15/2023 6:43,2023-LCS-NWA-140823-003A,8/15/2023,6:43,,
1692096240,3.42,20.104,0.708,0.963,7450-064567,TRUE,8/15/2023 6:44,2023-LCS-NWA-140823-006A,8/15/2023,6:44,,
1692096420,3.43,21.159,1.195,0.957,7450-770855,TRUE,8/15/2023 6:47,2023-LCS-NWA-140823-001A,8/15/2023,6:47,,
1692096600,3.45,20.547,2.502,0.985,7450-778298,TRUE,8/15/2023 6:50,2023-LCS-NWA-140823-004A,8/15/2023,6:50,,
1692096780,3.43,20.903,1.592,0.914,7450-049711,TRUE,8/15/2023 6:53,2023-LCS-NWA-140823-003A,8/15/2023,6:53,,
1692096840,3.42,20.062,0.648,0.962,7450-064567,TRUE,8/15/2023 6:54,2023-LCS-NWA-140823-006A,8/15/2023,6:54,,
1692097020,3.43,21.142,1.105,0.956,7450-770855,TRUE,8/15/2023 6:57,2023-LCS-NWA-140823-001A,8/15/2023,6:57,,
1692097200,3.45,20.497,2.457,0.985,7450-778298,TRUE,8/15/2023 7:00,2023-LCS-NWA-140823-004A,8/15/2023,7:00,,
1692097380,3.43,20.912,1.459,0.913,7450-049711,TRUE,8/15/2023 7:03,2023-LCS-NWA-140823-003A,8/15/2023,7:03,,
1692097440,3.42,20.071,0.722,0.963,7450-064567,TRUE,8/15/2023 7:04,2023-LCS-NWA-140823-006A,8/15/2023,7:04,,
1692097620,3.43,21.15,0.847,0.953,7450-770855,TRUE,8/15/2023 7:07,2023-LCS-NWA-140823-001A,8/15/2023,7:07,,
1692097800,3.45,20.464,2.444,0.985,7450-778298,TRUE,8/15/2023 7:10,2023-LCS-NWA-140823-004A,8/15/2023,7:10,,
1692097980,3.43,20.887,1.506,0.914,7450-049711,TRUE,8/15/2023 7:13,2023-LCS-NWA-140823-003A,8/15/2023,7:13,,
1692098040,3.41,20.046,0.814,0.964,7450-064567,TRUE,8/15/2023 7:14,2023-LCS-NWA-140823-006A,8/15/2023,7:14,,
1692098220,3.42,21.117,0.934,0.954,7450-770855,TRUE,8/15/2023 7:17,2023-LCS-NWA-140823-001A,8/15/2023,7:17,,
1692098400,3.45,20.464,2.318,0.985,7450-778298,TRUE,8/15/2023 7:20,2023-LCS-NWA-140823-004A,8/15/2023,7:20,,
1692098580,3.43,20.862,1.35,0.913,7450-049711,TRUE,8/15/2023 7:23,2023-LCS-NWA-140823-003A,8/15/2023,7:23,,
1692098640,3.41,20.029,0.673,0.962,7450-064567,TRUE,8/15/2023 7:24,2023-LCS-NWA-140823-006A,8/15/2023,7:24,,
1692098820,3.42,21.1,0.774,0.952,7450-770855,TRUE,8/15/2023 7:27,2023-LCS-NWA-140823-001A,8/15/2023,7:27,,
1692099000,3.45,20.472,2.179,0.985,7450-778298,TRUE,8/15/2023 7:30,2023-LCS-NWA-140823-004A,8/15/2023,7:30,,
1692099180,3.43,20.845,1.243,0.913,7450-049711,TRUE,8/15/2023 7:33,2023-LCS-NWA-140823-003A,8/15/2023,7:33,,
1692099240,3.41,20.004,0.53,0.96,7450-064567,TRUE,8/15/2023 7:34,2023-LCS-NWA-140823-006A,8/15/2023,7:34,,
1692099420,3.42,21.1,0.809,0.952,7450-770855,TRUE,8/15/2023 7:37,2023-LCS-NWA-140823-001A,8/15/2023,7:37,,
1692099600,3.45,20.455,2.159,0.985,7450-778298,TRUE,8/15/2023 7:40,2023-LCS-NWA-140823-004A,8/15/2023,7:40,,
1692099780,3.43,20.811,1.218,0.913,7450-049711,TRUE,8/15/2023 7:43,2023-LCS-NWA-140823-003A,8/15/2023,7:43,,
1692099840,3.41,19.987,0.384,0.957,7450-064567,TRUE,8/15/2023 7:44,2023-LCS-NWA-140823-006A,8/15/2023,7:44,,
1692100020,3.42,21.083,0.732,0.951,7450-770855,TRUE,8/15/2023 7:47,2023-LCS-NWA-140823-001A,8/15/2023,7:47,,
1692100200,3.45,20.472,2.083,0.985,7450-778298,TRUE,8/15/2023 7:50,2023-LCS-NWA-140823-004A,8/15/2023,7:50,,
1692100380,3.43,20.828,1.158,0.913,7450-049711,TRUE,8/15/2023 7:53,2023-LCS-NWA-140823-003A,8/15/2023,7:53,,
1692100440,3.41,19.979,0.409,0.958,7450-064567,TRUE,8/15/2023 7:54,2023-LCS-NWA-140823-006A,8/15/2023,7:54,,
1692100620,3.42,21.067,0.678,0.95,7450-770855,TRUE,8/15/2023 7:57,2023-LCS-NWA-140823-001A,8/15/2023,7:57,,
1692100800,3.45,20.447,2.014,0.985,7450-778298,TRUE,8/15/2023 8:00,2023-LCS-NWA-140823-004A,8/15/2023,8:00,,
1692100980,3.43,20.82,1.035,0.911,7450-049711,TRUE,8/15/2023 8:03,2023-LCS-NWA-140823-003A,8/15/2023,8:03,,
