Project,Field Number,Date,Month,Year,Date fished,Waterbody Name,Start Latitude,Start Longitude,Bin Number,Species,Number Captured,Caught > Number captured
2023-LCS-NWA-,2023-LCS-NWA-150823-005A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36876,-82.39487,1,Micropterus nigricans,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-005A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36876,-82.39487,1,Umbra limi,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-005A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36876,-82.39487,1,Carassius auratus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Pomoxis nigromaculatus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Lepomis gibbosus,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Micropterus nigricans,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-150823-004A,15-Aug-23,8,2023,16-Aug-23,St. Clair NWA - East Cell SCU,42.36764,-82.39662,1,Carassius auratus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Erimyzon sucetta,40,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Lepomis gibbosus,48,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Lepomis sp,31,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Lepomis macrochirus,43,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Notemigonus crysoleucas,21,FALSE
2023-LCS-NWA-,2023-LCS-NWA-210823-001A,21-Aug-23,8,2023,22-Aug-23,St. Clair NWA - West Cell SCU,42.36379,-82.40715,1,Micropterus nigricans,9,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-001A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36795,-82.40908,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-001A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36795,-82.40908,1,Amia ocellicauda,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-001A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36795,-82.40908,1,Lepomis gibbosus,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-001A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36795,-82.40908,1,Lepomis sp,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-001A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36795,-82.40908,1,Ameiurus nebulosus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Amia ocellicauda,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Erimyzon sucetta,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Lepomis gibbosus,17,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Lepomis sp,82,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-002A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.36927,-82.40747,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-003A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37135,-82.40923,11,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-003A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37135,-82.40923,11,Amia ocellicauda,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-003A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37135,-82.40923,11,Lepomis gibbosus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-004A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37011,-82.41009,1,Lepomis gibbosus,14,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-005A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37214,-82.411,1,Lepomis macrochirus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-005A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37214,-82.411,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-005A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37214,-82.411,1,Lepomis gibbosus,6,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-005A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37214,-82.411,1,Lepomis sp,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-005A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37214,-82.411,1,Micropterus nigricans,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-006A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37067,-82.41209,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-006A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37067,-82.41209,1,Lepomis gibbosus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-220823-006A,22-Aug-23,8,2023,23-Aug-23,St. Clair NWA - West Cell SCU,42.37067,-82.41209,1,Cyprinus carpio,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Pomoxis nigromaculatus,12,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Lepomis macrochirus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Amia ocellicauda,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Lepomis gibbosus,45,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-001A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36759,-82.4148,1,Ameiurus natalis,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Lepomis macrochirus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Erimyzon sucetta,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Lepomis gibbosus,20,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-002A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36676,-82.41392,1,Lepomis sp,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-004A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36609,-82.41207,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-004A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36609,-82.41207,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-004A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36609,-82.41207,1,Lepomis gibbosus,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Pomoxis nigromaculatus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Lepomis macrochirus,6,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Erimyzon sucetta,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Lepomis gibbosus,15,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-005A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36522,-82.41214,1,Ameiurus melas,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-006A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36607,-82.41318,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-006A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36607,-82.41318,1,Amia ocellicauda,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-006A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36607,-82.41318,1,Lepomis gibbosus,11,FALSE
2023-LCS-NWA-,2023-LCS-NWA-240823-006A,24-Aug-23,8,2023,25-Aug-23,St. Clair NWA - West Cell SCU,42.36607,-82.41318,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Pomoxis nigromaculatus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Erimyzon sucetta,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Lepomis gibbosus,14,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-001A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36739,-82.40714,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-002A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36606,-82.40672,1,Lepomis macrochirus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-002A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36606,-82.40672,1,Amia ocellicauda,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-002A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36606,-82.40672,1,Lepomis sp,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-003A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36773,-82.40578,1,Pomoxis nigromaculatus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-003A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36773,-82.40578,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-003A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36773,-82.40578,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-003A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36773,-82.40578,1,Lepomis gibbosus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-003A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36773,-82.40578,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-004A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36996,-82.40524,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-004A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36996,-82.40524,1,Lepomis macrochirus,6,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-004A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36996,-82.40524,1,Amia ocellicauda,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-004A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36996,-82.40524,1,Lepomis gibbosus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-004A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.36996,-82.40524,1,Lepomis sp,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-005A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.37241,-82.40548,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-005A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.37241,-82.40548,1,Amia ocellicauda,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-005A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.37241,-82.40548,1,Lepomis gibbosus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-006A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40321,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-006A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40321,1,Erimyzon sucetta,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-006A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40321,1,Lepomis gibbosus,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-006A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40321,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-280823-006A,28-Aug-23,8,2023,29-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40321,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-001A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37495,-82.40376,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-001A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37495,-82.40376,1,Lepomis macrochirus,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-001A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37495,-82.40376,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-001A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37495,-82.40376,1,Lepomis gibbosus,7,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-002A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37534,-82.40486,1,Lepomis gibbosus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-002A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37534,-82.40486,1,Notemigonus crysoleucas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Pomoxis nigromaculatus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Lepomis macrochirus,8,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Erimyzon sucetta,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Lepomis gibbosus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Lepomis sp,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-003A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37422,-82.4047,1,Micropterus nigricans,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-004A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37802,-82.40212,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-004A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37802,-82.40212,1,Lepomis macrochirus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-004A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37802,-82.40212,1,Lepomis gibbosus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-004A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37802,-82.40212,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Pomoxis nigromaculatus,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Erimyzon sucetta,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Lepomis gibbosus,11,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Umbra limi,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Lepomis gibbosus X Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-005A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37666,-82.40328,1,Ameiurus melas,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Pomoxis nigromaculatus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Lepomis macrochirus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Erimyzon sucetta,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Lepomis gibbosus,9,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Lepomis sp,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Notemigonus crysoleucas,48,FALSE
2023-LCS-NWA-,2023-LCS-NWA-290823-006A,29-Aug-23,8,2023,30-Aug-23,St. Clair NWA - West Cell SCU,42.37509,-82.40617,1,Ameiurus melas,2,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Pomoxis nigromaculatus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Erimyzon sucetta,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Lepomis gibbosus,14,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Lepomis sp,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-001A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.3723,-82.40831,1,Notemigonus crysoleucas,47,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-002A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37173,-82.40731,1,Lepomis macrochirus,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-002A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37173,-82.40731,1,Amia ocellicauda,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-002A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37173,-82.40731,1,Lepomis gibbosus,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-002A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37173,-82.40731,1,Lepomis sp,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Pomoxis nigromaculatus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Lepomis macrochirus,5,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Amia ocellicauda,1,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Erimyzon sucetta,4,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Lepomis gibbosus,18,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Notemigonus crysoleucas,3,FALSE
2023-LCS-NWA-,2023-LCS-NWA-300823-003A,30-Aug-23,8,2023,31-Aug-23,St. Clair NWA - West Cell SCU,42.37341,-82.40757,1,Ameiurus nebulosus,1,FALSE
