,Field.Number,Project.Name,Project,Bin.Number,Number.Captured,Species,Minimum..mm.,Maximum..mm.,Year,Historical.Project.Code,Date,Day,Month,Date.fished,Waterbody.Name,Start.Time,Stop.Time,Start.Latitude,Start.Longitude,Gear,Effort,Quantification.of.Effort,Air.Temperature,Water.Temperature,Conductivity,Dissolved.Oxygen,pH,Secchi.Tube...measured,Secchi.Tube..m.,Turbidity..ntu.,Stream.Width..m.,Distance.From.Shore..m.,Sample.Area.Width..m.,Sample.Area.Length..m.,Dominant.Vegetation,Floodplain.Use,Bank.Slope....,Channel.Cover....,Weather.Conditions,Wind.Speed..km.h.,Wind.Direction,Weather.Notes,Organic,Clay,Silt,Sand,Gravel,Cobble,Boulder,Bedrock,Hardpan,Rubble,Concrete,ND,Dominant_substrate,Emergent,Floating,Submerged,Open.Water,Not_recorded_aqua_veg,Dominant_aqua_veg,Deciduous,Coniferous,Herbaceous,shrubs,None,tbl1.4_riparian_veg.Unknown,Not.recorded,Dominant_riparian_veg,Aquatic.Animal.Notes,Description.of.Gear,Narrative.Locality.Description,Notes_SpeciesID,Final.Notes,Mean_depth_m
215,2023-LCS-NWA-210823-003A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Amia ocellicauda,380,380,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,3:49:00 PM,11:32:00 AM,42.36196,-82.40817,MFN,19.7,hours,24.9,22.24,446.2,1.33,7.31,FALSE,NA,5.95,NA,12.5,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,60,20,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.256666667
216,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Pomoxis nigromaculatus,198,198,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
217,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,2,Amia ocellicauda,398,554,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
218,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,10,Erimyzon sucetta,48,61,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
219,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,6,Lepomis gibbosus,62,76,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
220,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,16,Lepomis sp,26,44,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
221,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,7,Notemigonus crysoleucas,47,60,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
222,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Umbra limi,49,49,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
223,2023-LCS-NWA-210823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Esox lucius,563,563,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:02:00 PM,11:48:00 AM,42.36259,-82.40892,MFN,19.8,hours,25.3,23.62,442.2,1.74,7.29,FALSE,0.49,2.19,NA,12.2,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,1.104333333
224,2023-LCS-NWA-210823-005A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,3,Erimyzon sucetta,50,140,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:12:00 PM,11:24:00 AM,42.36341,-82.41004,MFN,19.2,hours,23.6,23.214,444.8,4.36,7.25,FALSE,0.364,7.83,NA,12.3,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,9.3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,20,10,70,NA,Open Water,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,BIG HOLES in 3 of 4 compartments - lots of turtle damage - many fishes escaped,V. Wormwell                  Big holes when fished in cod end b/w hoops. Turtle damage lost most fish,1.111666667
225,2023-LCS-NWA-210823-005A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Lepomis gibbosus,80,80,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:12:00 PM,11:24:00 AM,42.36341,-82.41004,MFN,19.2,hours,23.6,23.214,444.8,4.36,7.25,FALSE,0.364,7.83,NA,12.3,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,9.3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,20,10,70,NA,Open Water,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,BIG HOLES in 3 of 4 compartments - lots of turtle damage - many fishes escaped,V. Wormwell                  Big holes when fished in cod end b/w hoops. Turtle damage lost most fish,1.111666667
226,2023-LCS-NWA-210823-005A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Lepomis sp,33,33,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:12:00 PM,11:24:00 AM,42.36341,-82.41004,MFN,19.2,hours,23.6,23.214,444.8,4.36,7.25,FALSE,0.364,7.83,NA,12.3,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,9.3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,20,10,70,NA,Open Water,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,BIG HOLES in 3 of 4 compartments - lots of turtle damage - many fishes escaped,V. Wormwell                  Big holes when fished in cod end b/w hoops. Turtle damage lost most fish,1.111666667
227,2023-LCS-NWA-210823-006A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,2,Lepomis macrochirus,40,88,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,NA,13.5,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,0.92
228,2023-LCS-NWA-210823-006A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Amia ocellicauda,393,393,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,NA,13.5,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,0.92
229,2023-LCS-NWA-210823-006A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,3,Lepomis gibbosus,39,140,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,NA,13.5,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,0.92
230,2023-LCS-NWA-210823-006A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Ameiurus melas,306,306,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,NA,13.5,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,0.92
231,2023-LCS-NWA-210823-006A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Lepomis sp,40,40,2023,,21-Aug-23,21,8,22-Aug-23,St. Clair NWA - West Cell SCU,4:25:00 PM,12:43:00 PM,42.36522,-82.41009,MFN,20.3,hours,27.3,22.275,438.4,1.61,7.05,FALSE,0.518,7.34,NA,13.5,NA,NA,Ceratophyllum demersum,Not recorded,NA,NA,Sunny,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,v. wormwell,0.92
232,2023-LCS-NWA-220823-001A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Pomoxis nigromaculatus,247,247,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,NA,12.3,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,4.6,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.865
233,2023-LCS-NWA-220823-001A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,4,Amia ocellicauda,430,525,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,NA,12.3,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,4.6,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.865
234,2023-LCS-NWA-220823-001A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,8,Lepomis gibbosus,39,183,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,NA,12.3,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,4.6,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.865
235,2023-LCS-NWA-220823-001A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,2,Lepomis sp,33,39,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,NA,12.3,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,4.6,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.865
236,2023-LCS-NWA-220823-001A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,2,Ameiurus nebulosus,274,296,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,2:49:00 PM,8:49:00 AM,42.36795,-82.40908,MFN,18,hours,21.9,20.758,445.8,1.56,7.32,FALSE,0.575,11.25,NA,12.3,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,4.6,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,70,10,20,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.865
237,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,5,Lepomis macrochirus,35,184,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
238,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,2,Amia ocellicauda,495,522,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
239,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,4,Erimyzon sucetta,58,70,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
240,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,17,Lepomis gibbosus,32,86,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
241,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,82,Lepomis sp,21,46,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
242,2023-LCS-NWA-220823-002A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,1,Micropterus nigricans,56,56,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:08:00 PM,4:08:00 PM,42.36927,-82.40747,MFN,25,hours,22.5,22.625,442.1,7.46,7.17,FALSE,0.241,23.1,NA,NA,NA,NA,Nymphaea sp.,Not recorded,NA,NA,Sunny,1.1,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,55,15,30,NA,Floating,60,0,40,0,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunder storm on August 23/2023 causing a delay in fishing nets,0.857
243,2023-LCS-NWA-220823-003A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,11,2,Pomoxis nigromaculatus,147,195,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:30:00 PM,4:36:00 PM,42.37135,-82.40923,MFN,25.1,hours,22.5,21.904,437.7,4.82,7.48,FALSE,0.262,9.33,NA,NA,NA,NA,Nelumbo sp.,Not recorded,NA,NA,Sunny,4.8,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,80,10,10,NA,Floating,50,0,10,40,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunderstorm on August 23/23 delaying in fishing the nets,0.675666667
244,2023-LCS-NWA-220823-003A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,11,5,Amia ocellicauda,405,559,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:30:00 PM,4:36:00 PM,42.37135,-82.40923,MFN,25.1,hours,22.5,21.904,437.7,4.82,7.48,FALSE,0.262,9.33,NA,NA,NA,NA,Nelumbo sp.,Not recorded,NA,NA,Sunny,4.8,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,80,10,10,NA,Floating,50,0,10,40,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunderstorm on August 23/23 delaying in fishing the nets,0.675666667
245,2023-LCS-NWA-220823-003A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,11,2,Lepomis gibbosus,70,76,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:30:00 PM,4:36:00 PM,42.37135,-82.40923,MFN,25.1,hours,22.5,21.904,437.7,4.82,7.48,FALSE,0.262,9.33,NA,NA,NA,NA,Nelumbo sp.,Not recorded,NA,NA,Sunny,4.8,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,80,10,10,NA,Floating,50,0,10,40,0,NA,NA,Deciduous,See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,delayed retrieval due to storm,Thunderstorm on August 23/23 delaying in fishing the nets,0.675666667
246,2023-LCS-NWA-220823-004A,2023 Lake Chubsucker - St. Clair NWA,2023-LCS-NWA-,1,14,Lepomis gibbosus,36,84,2023,,22-Aug-23,22,8,23-Aug-23,St. Clair NWA - West Cell SCU,3:45:00 PM,3:05:00 PM,42.37011,-82.41009,MFN,23.3,hours,23.3,21.609,438.9,2.56,7.13,FALSE,0.164,26.7,NA,NA,NA,NA,,Not recorded,NA,NA,Sunny,4.4,S,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,ND,0,45,15,40,NA,Floating,0,0,100,0,0,NA,NA,Herbaceous,Dom species not listed in field sheet. See excel sheet for additional data,"Mini Fyke Net: (SAR) 1/8"" mesh, two 2'x4' box, two 2' hoops, 2'x25' lead, 2'x15' wings, 3"" winker opening",West Cell,,,0.66
